CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, up_hf, 2, 0.0, 0.8, 20, 30, 0.0505, 0.9, "0.820301+(x*(3.30961+(x*(-44.231+(x*(240.931+(x*(-576.426+(x*(619.804+(x*-246.982)))))))))))"
3, iterativefit, up_hf, 2, 0.0, 0.8, 20, 30, 0.9, 1.1, "0.149054"
3, iterativefit, down_hf, 2, 0.0, 0.8, 20, 30, -15, 0, "1.69691"
3, iterativefit, down_hf, 2, 0.0, 0.8, 20, 30, 0, 0.0505, "0.890138"
3, iterativefit, down_hf, 2, 0.0, 0.8, 20, 30, 0.0505, 0.9, "0.910526+(x*(-0.0526836+(x*(-11.3659+(x*(100.86+(x*(-281.981+(x*(318.729+(x*-126.935)))))))))))"
3, iterativefit, down_hf, 2, 0.0, 0.8, 20, 30, 0.9, 1.1, "0.923617"
3, iterativefit, up_lfstats1, 2, 0.0, 0.8, 20, 30, -15, 0, "1.73952"
3, iterativefit, up_lfstats1, 2, 0.0, 0.8, 20, 30, 0, 0.0505, "0.924391"
3, iterativefit, up_lfstats1, 2, 0.0, 0.8, 20, 30, 0.0505, 0.9, "0.932067+(x*(0.600654+(x*(-21.6732+(x*(153.278+(x*(-403.255+(x*(450.473+(x*-181.895)))))))))))"
3, iterativefit, up_lfstats1, 2, 0.0, 0.8, 20, 30, 0.9, 1.1, "0.415115"
3, iterativefit, down_lfstats1, 2, 0.0, 0.8, 20, 30, -15, 0, "1.70103"
3, iterativefit, down_lfstats1, 2, 0.0, 0.8, 20, 30, 0, 0.0505, "0.867648"
3, iterativefit, down_lfstats1, 2, 0.0, 0.8, 20, 30, 0.0505, 0.9, "0.799395+(x*(2.62556+(x*(-33.5756+(x*(186.885+(x*(-451.525+(x*(484.243+(x*-190.5)))))))))))"
3, iterativefit, down_lfstats1, 2, 0.0, 0.8, 20, 30, 0.9, 1.1, "0.66071"
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 20, 30, -15, 0, "1.74771"
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 20, 30, 0, 0.0505, "0.92042"
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 20, 30, 0.0505, 0.9, "0.920694+(x*(0.799854+(x*(-22.773+(x*(154.226+(x*(-398.831+(x*(440.633+(x*-176.03)))))))))))"
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 20, 30, 0.9, 1.1, "0.591987"
3, iterativefit, down_lfstats2, 2, 0.0, 0.8, 20, 30, -15, 0, "1.69294"
3, iterativefit, down_lfstats2, 2, 0.0, 0.8, 20, 30, 0, 0.0505, "0.871817"
3, iterativefit, down_lfstats2, 2, 0.0, 0.8, 20, 30, 0.0505, 0.9, "0.811801+(x*(2.39998+(x*(-32.2351+(x*(184.944+(x*(-453.939+(x*(492.148+(x*-195.661)))))))))))"
3, iterativefit, down_lfstats2, 2, 0.0, 0.8, 20, 30, 0.9, 1.1, "0.481704"
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, -15, 0, "1.38803"
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0, 0.0505, "1.01209"
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.0505, 0.9, "1.06662+(x*(-1.20013+(x*(2.30129+(x*(1.81193+(x*(-3.01755+(x*(-4.37094+(x*3.74487)))))))))))"
3, iterativefit, central, 2, 0.8, 1.6, 20, 30, 0.9, 1.1, "0.600808"
3, iterativefit, up_jes, 2, 0.8, 1.6, 20, 30, -15, 0, "1.27985"
3, iterativefit, up_jes, 2, 0.8, 1.6, 20, 30, 0, 0.0505, "0.994101"
3, iterativefit, up_jes, 2, 0.8, 1.6, 20, 30, 0.0505, 0.9, "1.08373+(x*(-2.90825+(x*(27.9409+(x*(-120.727+(x*(247.3+(x*(-235.386+(x*83.3785)))))))))))"
3, iterativefit, up_jes, 2, 0.8, 1.6, 20, 30, 0.9, 1.1, "0.659274"
3, iterativefit, down_jes, 2, 0.8, 1.6, 20, 30, -15, 0, "1.53676"
3, iterativefit, down_jes, 2, 0.8, 1.6, 20, 30, 0, 0.0505, "0.939456"
3, iterativefit, down_jes, 2, 0.8, 1.6, 20, 30, 0.0505, 0.9, "0.882783+(x*(2.15975+(x*(-25.453+(x*(106.215+(x*(-185.503+(x*(140.068+(x*-37.921)))))))))))"
3, iterativefit, down_jes, 2, 0.8, 1.6, 20, 30, 0.9, 1.1, "0.487441"
3, iterativefit, up_hf, 2, 0.8, 1.6, 20, 30, -15, 0, "1.399"
3, iterativefit, up_hf, 2, 0.8, 1.6, 20, 30, 0, 0.0505, "1.01976"
3, iterativefit, up_hf, 2, 0.8, 1.6, 20, 30, 0.0505, 0.9, "1.08064+(x*(-1.42394+(x*(4.72682+(x*(-8.66082+(x*(15.8342+(x*(-17.3287+(x*5.43651)))))))))))"
3, iterativefit, up_hf, 2, 0.8, 1.6, 20, 30, 0.9, 1.1, "0.359695"
3, iterativefit, down_hf, 2, 0.8, 1.6, 20, 30, -15, 0, "1.37706"
3, iterativefit, down_hf, 2, 0.8, 1.6, 20, 30, 0, 0.0505, "1.02557"
3, iterativefit, down_hf, 2, 0.8, 1.6, 20, 30, 0.0505, 0.9, "1.17846+(x*(-4.23353+(x*(28.5023+(x*(-100.995+(x*(197.807+(x*(-194.781+(x*73.7858)))))))))))"
3, iterativefit, down_hf, 2, 0.8, 1.6, 20, 30, 0.9, 1.1, "0.806919"
3, iterativefit, up_lfstats1, 2, 0.8, 1.6, 20, 30, -15, 0, "1.40472"
3, iterativefit, up_lfstats1, 2, 0.8, 1.6, 20, 30, 0, 0.0505, "1.06688"
3, iterativefit, up_lfstats1, 2, 0.8, 1.6, 20, 30, 0.0505, 0.9, "1.22739+(x*(-4.22752+(x*(24.2222+(x*(-74.656+(x*(133.163+(x*(-123.328+(x*43.8928)))))))))))"
3, iterativefit, up_lfstats1, 2, 0.8, 1.6, 20, 30, 0.9, 1.1, "0.489281"
3, iterativefit, down_lfstats1, 2, 0.8, 1.6, 20, 30, -15, 0, "1.37117"
3, iterativefit, down_lfstats1, 2, 0.8, 1.6, 20, 30, 0, 0.0505, "0.977311"
3, iterativefit, down_lfstats1, 2, 0.8, 1.6, 20, 30, 0.0505, 0.9, "1.02564+(x*(-1.27539+(x*(7.61712+(x*(-29.3111+(x*(69.0529+(x*(-77.8471+(x*31.3559)))))))))))"
3, iterativefit, down_lfstats1, 2, 0.8, 1.6, 20, 30, 0.9, 1.1, "0.681381"
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 20, 30, -15, 0, "1.412"
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 20, 30, 0, 0.0505, "1.06052"
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 20, 30, 0.0505, 0.9, "1.21518+(x*(-4.08852+(x*(23.8144+(x*(-76.0941+(x*(140.524+(x*(-133.654+(x*48.9166)))))))))))"
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 20, 30, 0.9, 1.1, "0.625546"
3, iterativefit, down_lfstats2, 2, 0.8, 1.6, 20, 30, -15, 0, "1.36399"
3, iterativefit, down_lfstats2, 2, 0.8, 1.6, 20, 30, 0, 0.0505, "0.984089"
3, iterativefit, down_lfstats2, 2, 0.8, 1.6, 20, 30, 0.0505, 0.9, "1.03922+(x*(-1.44273+(x*(8.24956+(x*(-28.7179+(x*(63.291+(x*(-68.9858+(x*26.8446)))))))))))"
3, iterativefit, down_lfstats2, 2, 0.8, 1.6, 20, 30, 0.9, 1.1, "0.543619"
3, iterativefit, central, 2, 1.6, 2.4, 20, 30, -15, 0, "1.15489"
3, iterativefit, central, 2, 1.6, 2.4, 20, 30, 0, 0.0505, "0.986451"
3, iterativefit, central, 2, 1.6, 2.4, 20, 30, 0.0505, 0.9, "1.12766+(x*(-4.09819+(x*(30.4757+(x*(-101.411+(x*(175.66+(x*(-157.584+(x*57.5891)))))))))))"
3, iterativefit, central, 2, 1.6, 2.4, 20, 30, 0.9, 1.1, "0.999987"
3, iterativefit, up_jes, 2, 1.6, 2.4, 20, 30, -15, 0, "1.0345"
3, iterativefit, up_jes, 2, 1.6, 2.4, 20, 30, 0, 0.0505, "1.05336"
3, iterativefit, up_jes, 2, 1.6, 2.4, 20, 30, 0.0505, 0.9, "1.23988+(x*(-5.42872+(x*(40.8504+(x*(-140.069+(x*(240.538+(x*(-204.323+(x*68.8963)))))))))))"
3, iterativefit, up_jes, 2, 1.6, 2.4, 20, 30, 0.9, 1.1, "1.11324"
3, iterativefit, down_jes, 2, 1.6, 2.4, 20, 30, -15, 0, "1.31841"
3, iterativefit, down_jes, 2, 1.6, 2.4, 20, 30, 0, 0.0505, "0.815729"
3, iterativefit, down_jes, 2, 1.6, 2.4, 20, 30, 0.0505, 0.9, "0.651229+(x*(4.69345+(x*(-33.8268+(x*(115.634+(x*(-181.99+(x*(120.338+(x*-23.5803)))))))))))"
3, iterativefit, down_jes, 2, 1.6, 2.4, 20, 30, 0.9, 1.1, "0.896261"
3, iterativefit, up_hf, 2, 1.6, 2.4, 20, 30, -15, 0, "1.16012"
3, iterativefit, up_hf, 2, 1.6, 2.4, 20, 30, 0, 0.0505, "0.962532"
3, iterativefit, up_hf, 2, 1.6, 2.4, 20, 30, 0.0505, 0.9, "1.00623+(x*(-1.19432+(x*(7.2376+(x*(-14.9333+(x*(13.4202+(x*(-9.07852+(x*4.73044)))))))))))"
3, iterativefit, up_hf, 2, 1.6, 2.4, 20, 30, 0.9, 1.1, "0.865568"
3, iterativefit, down_hf, 2, 1.6, 2.4, 20, 30, -15, 0, "1.14966"
3, iterativefit, down_hf, 2, 1.6, 2.4, 20, 30, 0, 0.0505, "1.00429"
3, iterativefit, down_hf, 2, 1.6, 2.4, 20, 30, 0.0505, 0.9, "1.22671+(x*(-6.52593+(x*(50.077+(x*(-174.855+(x*(314.286+(x*(-285.212+(x*103.309)))))))))))"
3, iterativefit, down_hf, 2, 1.6, 2.4, 20, 30, 0.9, 1.1, "1.13722"
3, iterativefit, up_lfstats1, 2, 1.6, 2.4, 20, 30, -15, 0, "1.1686"
3, iterativefit, up_lfstats1, 2, 1.6, 2.4, 20, 30, 0, 0.0505, "1.03713"
3, iterativefit, up_lfstats1, 2, 1.6, 2.4, 20, 30, 0.0505, 0.9, "1.20318+(x*(-4.55166+(x*(28.9764+(x*(-84.6371+(x*(130.964+(x*(-109.054+(x*38.5803)))))))))))"
3, iterativefit, up_lfstats1, 2, 1.6, 2.4, 20, 30, 0.9, 1.1, "0.910491"
3, iterativefit, down_lfstats1, 2, 1.6, 2.4, 20, 30, -15, 0, "1.14104"
3, iterativefit, down_lfstats1, 2, 1.6, 2.4, 20, 30, 0, 0.0505, "0.896106"
3, iterativefit, down_lfstats1, 2, 1.6, 2.4, 20, 30, 0.0505, 0.9, "0.908328+(x*(-0.60276+(x*(8.72573+(x*(-34.6093+(x*(68.4443+(x*(-71.4808+(x*30.4934)))))))))))"
3, iterativefit, down_lfstats1, 2, 1.6, 2.4, 20, 30, 0.9, 1.1, "1.1065"
3, iterativefit, up_lfstats2, 2, 1.6, 2.4, 20, 30, -15, 0, "1.17507"
3, iterativefit, up_lfstats2, 2, 1.6, 2.4, 20, 30, 0, 0.0505, "1.04971"
3, iterativefit, up_lfstats2, 2, 1.6, 2.4, 20, 30, 0.0505, 0.9, "1.27455+(x*(-6.32971+(x*(43.7448+(x*(-141.725+(x*(241.106+(x*(-211.933+(x*75.8427)))))))))))"
3, iterativefit, up_lfstats2, 2, 1.6, 2.4, 20, 30, 0.9, 1.1, "1.04506"
3, iterativefit, down_lfstats2, 2, 1.6, 2.4, 20, 30, -15, 0, "1.13466"
3, iterativefit, down_lfstats2, 2, 1.6, 2.4, 20, 30, 0, 0.0505, "0.911321"
3, iterativefit, down_lfstats2, 2, 1.6, 2.4, 20, 30, 0.0505, 0.9, "0.936631+(x*(-0.921468+(x*(9.93009+(x*(-34.8356+(x*(62.3914+(x*(-60.8363+(x*24.8248)))))))))))"
3, iterativefit, down_lfstats2, 2, 1.6, 2.4, 20, 30, 0.9, 1.1, "0.960143"
3, iterativefit, central, 2, 0.0, 0.8, 30, 40, -15, 0, "1.6642"
3, iterativefit, central, 2, 0.0, 0.8, 30, 40, 0, 0.0505, "0.929834"
3, iterativefit, central, 2, 0.0, 0.8, 30, 40, 0.0505, 0.9, "1.23598+(x*(-9.98144+(x*(96.1+(x*(-407.293+(x*(855.291+(x*(-855.615+(x*322.211)))))))))))"
3, iterativefit, central, 2, 0.0, 0.8, 30, 40, 0.9, 1.1, "0.337923"
3, iterativefit, up_jes, 2, 0.0, 0.8, 30, 40, -15, 0, "1.54019"
3, iterativefit, up_jes, 2, 0.0, 0.8, 30, 40, 0, 0.0505, "1.0152"
3, iterativefit, up_jes, 2, 0.0, 0.8, 30, 40, 0.0505, 0.9, "1.30543+(x*(-8.77132+(x*(73.2264+(x*(-293.125+(x*(603.517+(x*(-597.477+(x*222.618)))))))))))"
3, iterativefit, up_jes, 2, 0.0, 0.8, 30, 40, 0.9, 1.1, "0.508422"
3, iterativefit, down_jes, 2, 0.0, 0.8, 30, 40, -15, 0, "1.83558"
3, iterativefit, down_jes, 2, 0.0, 0.8, 30, 40, 0, 0.0505, "0.814665"
3, iterativefit, down_jes, 2, 0.0, 0.8, 30, 40, 0.0505, 0.9, "1.17582+(x*(-12.3971+(x*(128.324+(x*(-536.515+(x*(1087.42+(x*(-1053.44+(x*387.896)))))))))))"
3, iterativefit, down_jes, 2, 0.0, 0.8, 30, 40, 0.9, 1.1, "0.398248"
3, iterativefit, up_hf, 2, 0.0, 0.8, 30, 40, -15, 0, "1.68488"
3, iterativefit, up_hf, 2, 0.0, 0.8, 30, 40, 0, 0.0505, "0.948683"
3, iterativefit, up_hf, 2, 0.0, 0.8, 30, 40, 0.0505, 0.9, "1.25503+(x*(-9.94325+(x*(94.9925+(x*(-401.092+(x*(838.299+(x*(-832.454+(x*309.732)))))))))))"
3, iterativefit, up_hf, 2, 0.0, 0.8, 30, 40, 0.9, 1.1, "-0.0892372"
3, iterativefit, down_hf, 2, 0.0, 0.8, 30, 40, -15, 0, "1.64353"
3, iterativefit, down_hf, 2, 0.0, 0.8, 30, 40, 0, 0.0505, "0.910732"
3, iterativefit, down_hf, 2, 0.0, 0.8, 30, 40, 0.0505, 0.9, "1.2106+(x*(-9.81624+(x*(95.1584+(x*(-404.53+(x*(853.506+(x*(-860.319+(x*327.872)))))))))))"
3, iterativefit, down_hf, 2, 0.0, 0.8, 30, 40, 0.9, 1.1, "0.771161"
3, iterativefit, up_lfstats1, 2, 0.0, 0.8, 30, 40, -15, 0, "1.70407"
3, iterativefit, up_lfstats1, 2, 0.0, 0.8, 30, 40, 0, 0.0505, "0.964761"
3, iterativefit, up_lfstats1, 2, 0.0, 0.8, 30, 40, 0.0505, 0.9, "1.31367+(x*(-11.0941+(x*(102.034+(x*(-421.171+(x*(868.998+(x*(-859.238+(x*320.757)))))))))))"
3, iterativefit, up_lfstats1, 2, 0.0, 0.8, 30, 40, 0.9, 1.1, "0.18352"
3, iterativefit, down_lfstats1, 2, 0.0, 0.8, 30, 40, -15, 0, "1.62383"
3, iterativefit, down_lfstats1, 2, 0.0, 0.8, 30, 40, 0, 0.0505, "0.894407"
3, iterativefit, down_lfstats1, 2, 0.0, 0.8, 30, 40, 0.0505, 0.9, "1.15612+(x*(-8.81659+(x*(89.707+(x*(-391.554+(x*(837.866+(x*(-848.448+(x*322.389)))))))))))"
3, iterativefit, down_lfstats1, 2, 0.0, 0.8, 30, 40, 0.9, 1.1, "0.495471"
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 30, 40, -15, 0, "1.71537"
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 30, 40, 0, 0.0505, "0.960204"
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 30, 40, 0.0505, 0.9, "1.30537+(x*(-11.017+(x*(102.171+(x*(-425.864+(x*(885.113+(x*(-880.287+(x*330.795)))))))))))"
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 30, 40, 0.9, 1.1, "0.413876"
3, iterativefit, down_lfstats2, 2, 0.0, 0.8, 30, 40, -15, 0, "1.6128"
3, iterativefit, down_lfstats2, 2, 0.0, 0.8, 30, 40, 0, 0.0505, "0.899293"
3, iterativefit, down_lfstats2, 2, 0.0, 0.8, 30, 40, 0.0505, 0.9, "1.16596+(x*(-8.93174+(x*(89.912+(x*(-388.267+(x*(824.593+(x*(-830.133+(x*313.34)))))))))))"
3, iterativefit, down_lfstats2, 2, 0.0, 0.8, 30, 40, 0.9, 1.1, "0.261698"
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, -15, 0, "1.29886"
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, 0, 0.0505, "1.0154"
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, 0.0505, 0.9, "1.57154+(x*(-17.0807+(x*(144.724+(x*(-533.269+(x*(971.361+(x*(-860.201+(x*294.538)))))))))))"
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, 0.9, 1.1, "0.571668"
3, iterativefit, up_jes, 2, 0.8, 1.6, 30, 40, -15, 0, "1.32554"
3, iterativefit, up_jes, 2, 0.8, 1.6, 30, 40, 0, 0.0505, "1.1081"
3, iterativefit, up_jes, 2, 0.8, 1.6, 30, 40, 0.0505, 0.9, "1.6373+(x*(-15.2702+(x*(111.879+(x*(-365.766+(x*(598.092+(x*(-478.026+(x*147.91)))))))))))"
3, iterativefit, up_jes, 2, 0.8, 1.6, 30, 40, 0.9, 1.1, "0.616518"
3, iterativefit, down_jes, 2, 0.8, 1.6, 30, 40, -15, 0, "1.50126"
3, iterativefit, down_jes, 2, 0.8, 1.6, 30, 40, 0, 0.0505, "0.979619"
3, iterativefit, down_jes, 2, 0.8, 1.6, 30, 40, 0.0505, 0.9, "1.50248+(x*(-16.4738+(x*(147.364+(x*(-570.472+(x*(1083.81+(x*(-993.252+(x*349.727)))))))))))"
3, iterativefit, down_jes, 2, 0.8, 1.6, 30, 40, 0.9, 1.1, "0.606259"
3, iterativefit, up_hf, 2, 0.8, 1.6, 30, 40, -15, 0, "1.30845"
3, iterativefit, up_hf, 2, 0.8, 1.6, 30, 40, 0, 0.0505, "1.02359"
3, iterativefit, up_hf, 2, 0.8, 1.6, 30, 40, 0.0505, 0.9, "1.53802+(x*(-15.6905+(x*(130.708+(x*(-470.502+(x*(833.301+(x*(-714.338+(x*235.243)))))))))))"
3, iterativefit, up_hf, 2, 0.8, 1.6, 30, 40, 0.9, 1.1, "0.231274"
3, iterativefit, down_hf, 2, 0.8, 1.6, 30, 40, -15, 0, "1.28928"
3, iterativefit, down_hf, 2, 0.8, 1.6, 30, 40, 0, 0.0505, "0.987088"
3, iterativefit, down_hf, 2, 0.8, 1.6, 30, 40, 0.0505, 0.9, "1.4656+(x*(-14.721+(x*(125.144+(x*(-462.222+(x*(849.557+(x*(-765.626+(x*269.104)))))))))))"
3, iterativefit, down_hf, 2, 0.8, 1.6, 30, 40, 0.9, 1.1, "0.93622"
3, iterativefit, up_lfstats1, 2, 0.8, 1.6, 30, 40, -15, 0, "1.33272"
3, iterativefit, up_lfstats1, 2, 0.8, 1.6, 30, 40, 0, 0.0505, "1.0576"
3, iterativefit, up_lfstats1, 2, 0.8, 1.6, 30, 40, 0.0505, 0.9, "1.61703+(x*(-16.8428+(x*(136.674+(x*(-487.648+(x*(864.943+(x*(-749.349+(x*251.698)))))))))))"
3, iterativefit, up_lfstats1, 2, 0.8, 1.6, 30, 40, 0.9, 1.1, "0.43719"
3, iterativefit, down_lfstats1, 2, 0.8, 1.6, 30, 40, -15, 0, "1.26456"
3, iterativefit, down_lfstats1, 2, 0.8, 1.6, 30, 40, 0, 0.0505, "0.953666"
3, iterativefit, down_lfstats1, 2, 0.8, 1.6, 30, 40, 0.0505, 0.9, "1.39388+(x*(-13.7825+(x*(121.152+(x*(-453.047+(x*(833.583+(x*(-745.354+(x*257.977)))))))))))"
3, iterativefit, down_lfstats1, 2, 0.8, 1.6, 30, 40, 0.9, 1.1, "0.74113"
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 30, 40, -15, 0, "1.34264"
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 30, 40, 0, 0.0505, "1.04971"
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 30, 40, 0.0505, 0.9, "1.60042+(x*(-16.6302+(x*(135.985+(x*(-490.339+(x*(879.916+(x*(-772.229+(x*263.485)))))))))))"
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 30, 40, 0.9, 1.1, "0.669677"
3, iterativefit, down_lfstats2, 2, 0.8, 1.6, 30, 40, -15, 0, "1.25491"
3, iterativefit, down_lfstats2, 2, 0.8, 1.6, 30, 40, 0, 0.0505, "0.962276"
3, iterativefit, down_lfstats2, 2, 0.8, 1.6, 30, 40, 0.0505, 0.9, "1.41308+(x*(-14.0503+(x*(122.275+(x*(-451.927+(x*(821.436+(x*(-724.926+(x*247.004)))))))))))"
3, iterativefit, down_lfstats2, 2, 0.8, 1.6, 30, 40, 0.9, 1.1, "0.507494"
3, iterativefit, central, 2, 1.6, 2.4, 30, 40, -15, 0, "1.31812"
3, iterativefit, central, 2, 1.6, 2.4, 30, 40, 0, 0.0505, "0.813015"
3, iterativefit, central, 2, 1.6, 2.4, 30, 40, 0.0505, 0.9, "0.604134+(x*(5.34095+(x*(-26.1738+(x*(46.0836+(x*(0.0223607+(x*(-69.6217+(x*44.8167)))))))))))"
3, iterativefit, central, 2, 1.6, 2.4, 30, 40, 0.9, 1.1, "0.526405"
3, iterativefit, up_jes, 2, 1.6, 2.4, 30, 40, -15, 0, "1.19055"
3, iterativefit, up_jes, 2, 1.6, 2.4, 30, 40, 0, 0.0505, "0.869904"
3, iterativefit, up_jes, 2, 1.6, 2.4, 30, 40, 0.0505, 0.9, "0.427197+(x*(13.2458+(x*(-106.588+(x*(387.881+(x*(-696.347+(x*(601.295+(x*-200.041)))))))))))"
3, iterativefit, up_jes, 2, 1.6, 2.4, 30, 40, 0.9, 1.1, "0.65219"
3, iterativefit, down_jes, 2, 1.6, 2.4, 30, 40, -15, 0, "1.37306"
3, iterativefit, down_jes, 2, 1.6, 2.4, 30, 40, 0, 0.0505, "0.631667"
3, iterativefit, down_jes, 2, 1.6, 2.4, 30, 40, 0.0505, 0.9, "0.0314304+(x*(16.4903+(x*(-105.903+(x*(313.731+(x*(-452.7+(x*(303.126+(x*-73.6179)))))))))))"
3, iterativefit, down_jes, 2, 1.6, 2.4, 30, 40, 0.9, 1.1, "0.653593"
3, iterativefit, up_hf, 2, 1.6, 2.4, 30, 40, -15, 0, "1.33637"
3, iterativefit, up_hf, 2, 1.6, 2.4, 30, 40, 0, 0.0505, "0.796314"
3, iterativefit, up_hf, 2, 1.6, 2.4, 30, 40, 0.0505, 0.9, "0.442439+(x*(9.78375+(x*(-63.9267+(x*(190.633+(x*(-274.506+(x*(182.799+(x*-45.0589)))))))))))"
3, iterativefit, up_hf, 2, 1.6, 2.4, 30, 40, 0.9, 1.1, "0.329905"
3, iterativefit, down_hf, 2, 1.6, 2.4, 30, 40, -15, 0, "1.29986"
3, iterativefit, down_hf, 2, 1.6, 2.4, 30, 40, 0, 0.0505, "0.776689"
3, iterativefit, down_hf, 2, 1.6, 2.4, 30, 40, 0.0505, 0.9, "0.437538+(x*(9.34213+(x*(-60.3582+(x*(177.517+(x*(-247.587+(x*(152.534+(x*-30.4867)))))))))))"
3, iterativefit, down_hf, 2, 1.6, 2.4, 30, 40, 0.9, 1.1, "0.79092"
3, iterativefit, up_lfstats1, 2, 1.6, 2.4, 30, 40, -15, 0, "1.35199"
3, iterativefit, up_lfstats1, 2, 1.6, 2.4, 30, 40, 0, 0.0505, "0.861924"
3, iterativefit, up_lfstats1, 2, 1.6, 2.4, 30, 40, 0.0505, 0.9, "0.600934+(x*(7.32296+(x*(-49.7223+(x*(150.055+(x*(-212.649+(x*(133.319+(x*-28.3764)))))))))))"
3, iterativefit, up_lfstats1, 2, 1.6, 2.4, 30, 40, 0.9, 1.1, "0.430876"
3, iterativefit, down_lfstats1, 2, 1.6, 2.4, 30, 40, -15, 0, "1.28379"
3, iterativefit, down_lfstats1, 2, 1.6, 2.4, 30, 40, 0, 0.0505, "0.710014"
3, iterativefit, down_lfstats1, 2, 1.6, 2.4, 30, 40, 0.0505, 0.9, "0.278312+(x*(11.7825+(x*(-74.2037+(x*(216.183+(x*(-304.955+(x*(197.217+(x*-45.2722)))))))))))"
3, iterativefit, down_lfstats1, 2, 1.6, 2.4, 30, 40, 0.9, 1.1, "0.689581"
3, iterativefit, up_lfstats2, 2, 1.6, 2.4, 30, 40, -15, 0, "1.36289"
3, iterativefit, up_lfstats2, 2, 1.6, 2.4, 30, 40, 0, 0.0505, "0.849847"
3, iterativefit, up_lfstats2, 2, 1.6, 2.4, 30, 40, 0.0505, 0.9, "0.585618+(x*(7.36079+(x*(-48.8996+(x*(143.213+(x*(-194.586+(x*(113.009+(x*-19.6573)))))))))))"
3, iterativefit, up_lfstats2, 2, 1.6, 2.4, 30, 40, 0.9, 1.1, "0.620267"
3, iterativefit, down_lfstats2, 2, 1.6, 2.4, 30, 40, -15, 0, "1.27321"
3, iterativefit, down_lfstats2, 2, 1.6, 2.4, 30, 40, 0, 0.0505, "0.72304"
3, iterativefit, down_lfstats2, 2, 1.6, 2.4, 30, 40, 0.0505, 0.9, "0.296308+(x*(11.6944+(x*(-74.6455+(x*(221.614+(x*(-320.338+(x*(215.039+(x*-53.105)))))))))))"
3, iterativefit, down_lfstats2, 2, 1.6, 2.4, 30, 40, 0.9, 1.1, "0.497622"
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, -15, 0, "2.01077"
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0, 0.0505, "0.998901"
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.0505, 0.9, "1.56484+(x*(-17.0136+(x*(135.865+(x*(-447.892+(x*(709.439+(x*(-542.602+(x*162.143)))))))))))"
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.9, 1.1, "1.02104"
3, iterativefit, up_jes, 2, 0.0, 0.8, 40, 60, -15, 0, "1.9074"
3, iterativefit, up_jes, 2, 0.0, 0.8, 40, 60, 0, 0.0505, "1.08802"
3, iterativefit, up_jes, 2, 0.0, 0.8, 40, 60, 0.0505, 0.9, "1.80428+(x*(-21.4414+(x*(171.176+(x*(-591.95+(x*(996.869+(x*(-810.61+(x*255.811)))))))))))"
3, iterativefit, up_jes, 2, 0.0, 0.8, 40, 60, 0.9, 1.1, "0.96583"
3, iterativefit, down_jes, 2, 0.0, 0.8, 40, 60, -15, 0, "1.99035"
3, iterativefit, down_jes, 2, 0.0, 0.8, 40, 60, 0, 0.0505, "0.96098"
3, iterativefit, down_jes, 2, 0.0, 0.8, 40, 60, 0.0505, 0.9, "1.25629+(x*(-8.14373+(x*(49.5506+(x*(-79.445+(x*(-37.3358+(x*(167.466+(x*-92.8113)))))))))))"
3, iterativefit, down_jes, 2, 0.0, 0.8, 40, 60, 0.9, 1.1, "1.21491"
3, iterativefit, up_hf, 2, 0.0, 0.8, 40, 60, -15, 0, "2.0505"
3, iterativefit, up_hf, 2, 0.0, 0.8, 40, 60, 0, 0.0505, "1.0195"
3, iterativefit, up_hf, 2, 0.0, 0.8, 40, 60, 0.0505, 0.9, "1.56305+(x*(-16.0858+(x*(123.255+(x*(-380.109+(x*(540.679+(x*(-348.896+(x*79.025)))))))))))"
3, iterativefit, up_hf, 2, 0.0, 0.8, 40, 60, 0.9, 1.1, "0.539235"
