CMVAv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.806, 0.8885, "2.3693+(-2.32389*x)"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.8885, 0.9155, "-0.626447+(1.04781*x)"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9155, 0.9425, "0.118086+(0.234557*x)"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9425, 0.9695, "0.474016+(-0.143087*x)"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9695, 0.9965, "-0.343034+(0.699667*x)"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9965, 1.1, "0.354183"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -1.1, -0.93375, "0"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.93375, -0.78625, "7.94282+(8.50637*x)"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.78625, -0.64, "4.45224+(4.06683*x)"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.64, -0.49, "2.02937+(0.281103*x)"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.49, -0.34, "2.47392+(1.18835*x)"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.34, -0.19, "2.42737+(1.05143*x)"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.19, -0.04, "2.29959+(0.37892*x)"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.04, 0.11, "2.1076+(-4.42078*x)"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.11, 0.254, "1.36388+(2.34038*x)"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.254, 0.392, "1.4794+(1.88556*x)"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.392, 0.53, "1.22383+(2.53753*x)"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.53, 0.668, "1.29246+(2.40804*x)"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.668, 0.806, "1.06863+(2.74312*x)"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.806, 0.8885, "-3.17086+(8.00302*x)"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.8885, 0.9155, "7.14595+(-3.60846*x)"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9155, 0.9425, "4.58191+(-0.80777*x)"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9425, 0.9695, "3.35616+(0.492766*x)"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9695, 0.9965, "6.16993+(-2.40952*x)"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9965, 1.1, "3.76884"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -1.1, -0.93375, "0.991315"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.93375, -0.78625, "0.991315+(0*x)"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.78625, -0.64, "0.991315+(0*x)"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.64, -0.49, "0.991315+(0*x)"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.49, -0.34, "0.991315+(0*x)"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.34, -0.19, "0.991315+(0*x)"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.19, -0.04, "0.991315+(0*x)"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.04, 0.11, "1.04022+(1.22254*x)"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.11, 0.254, "1.35949+(-1.67993*x)"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.254, 0.392, "1.23105+(-1.17428*x)"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.392, 0.53, "0.830976+(-0.153671*x)"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.53, 0.668, "0.434775+(0.593877*x)"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.668, 0.806, "-0.103246+(1.3993*x)"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.806, 0.8885, "-1.56162+(3.2087*x)"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.8885, 0.9155, "-0.31818+(1.80921*x)"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9155, 0.9425, "-0.517195+(2.0266*x)"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9425, 0.9695, "-0.800502+(2.32719*x)"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9695, 0.9965, "0.170064+(1.32609*x)"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9965, 1.1, "1.49151"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -1.1, -0.93375, "1.00884"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.93375, -0.78625, "1.00884+(0*x)"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.78625, -0.64, "1.00884+(0*x)"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.64, -0.49, "1.00884+(0*x)"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.49, -0.34, "1.00884+(0*x)"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.34, -0.19, "1.00884+(0*x)"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.19, -0.04, "1.00884+(0*x)"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.04, 0.11, "0.959073+(-1.24416*x)"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.11, 0.254, "0.634157+(1.70963*x)"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.254, 0.392, "0.764863+(1.19503*x)"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.392, 0.53, "1.17201+(0.156387*x)"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.53, 0.668, "1.57522+(-0.604375*x)"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.668, 0.806, "2.12275+(-1.42403*x)"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.806, 0.8885, "3.60691+(-3.26542*x)"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.8885, 0.9155, "2.34148+(-1.8412*x)"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.9155, 0.9425, "2.54402+(-2.06242*x)"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.9425, 0.9695, "2.83233+(-2.36833*x)"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.9695, 0.9965, "1.84461+(-1.34953*x)"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.9965, 1.1, "0.4998"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -1.1, -0.93375, "0.934564"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.93375, -0.78625, "1.94636+(1.08807*x)"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.78625, -0.64, "1.8204+(0.927866*x)"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.64, -0.49, "2.31201+(1.69601*x)"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.49, -0.34, "0.512785+(-1.97588*x)"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.34, -0.19, "-0.0211058+(-3.54615*x)"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.19, -0.04, "1.64214+(5.20779*x)"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, -0.04, 0.11, "1.30023+(-3.34011*x)"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.11, 0.254, "0.463113+(4.27002*x)"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.254, 0.392, "2.68836+(-4.49079*x)"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.392, 0.53, "0.839152+(0.226574*x)"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.53, 0.668, "0.605809+(0.666844*x)"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.668, 0.806, "1.58523+(-0.799354*x)"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.806, 0.8885, "0.522977+(0.518577*x)"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.8885, 0.9155, "8.68365+(-8.66619*x)"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.9155, 0.9425, "-10.8227+(12.6406*x)"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.9425, 0.9695, "7.20459+(-6.48653*x)"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.9695, 0.9965, "1.12753+(-0.218288*x)"
3, iterativefit, central, 0, 0.0, 2.4, 30, 40, 0.9965, 1.1, "0.914107"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -1.1, -0.93375, "0.807154"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.93375, -0.78625, "2.80417+(2.14359*x)"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.78625, -0.64, "1.57216+(0.576649*x)"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.64, -0.49, "2.50781+(2.0386*x)"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.49, -0.34, "0.48012+(-2.09955*x)"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.34, -0.19, "-0.0350884+(-3.61487*x)"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.19, -0.04, "1.62233+(5.10837*x)"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, -0.04, 0.11, "1.28957+(-3.21043*x)"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.11, 0.254, "0.476035+(4.18538*x)"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.254, 0.392, "2.65425+(-4.39028*x)"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.392, 0.53, "1.01882+(-0.218268*x)"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.53, 0.668, "0.191551+(1.34262*x)"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.668, 0.806, "1.71203+(-0.93355*x)"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.806, 0.8885, "0.548946+(0.509488*x)"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.8885, 0.9155, "9.19282+(-9.21912*x)"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.9155, 0.9425, "-11.6595+(13.5578*x)"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.9425, 0.9695, "7.07239+(-6.31683*x)"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.9695, 0.9965, "1.72221+(-0.798348*x)"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 40, 0.9965, 1.1, "0.931925"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -1.1, -0.93375, "0.996131"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.93375, -0.78625, "2.68045+(1.81042*x)"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.78625, -0.64, "1.14477+(-0.142747*x)"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.64, -0.49, "2.16511+(1.45154*x)"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.49, -0.34, "0.469418+(-2.00906*x)"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.34, -0.19, "-0.0383716+(-3.50256*x)"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.19, -0.04, "1.6017+(5.12938*x)"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, -0.04, 0.11, "1.26823+(-3.20739*x)"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.11, 0.254, "0.440274+(4.31945*x)"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.254, 0.392, "2.69196+(-4.54546*x)"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.392, 0.53, "0.813349+(0.246918*x)"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.53, 0.668, "0.603606+(0.642661*x)"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.668, 0.806, "1.45888+(-0.637692*x)"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.806, 0.8885, "0.796713+(0.183857*x)"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.8885, 0.9155, "8.77572+(-8.79645*x)"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.9155, 0.9425, "-11.772+(13.6479*x)"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.9425, 0.9695, "8.05869+(-7.39271*x)"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.9695, 0.9965, "1.0192+(-0.131764*x)"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 40, 0.9965, 1.1, "0.893427"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -1.1, -0.93375, "0.348425"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.93375, -0.78625, "3.67732+(3.53322*x)"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.78625, -0.64, "2.62101+(2.18974*x)"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.64, -0.49, "2.62743+(2.19978*x)"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.49, -0.34, "0.473624+(-2.19575*x)"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.34, -0.19, "0.0356481+(-3.48392*x)"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.19, -0.04, "1.78494+(5.72288*x)"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, -0.04, 0.11, "1.40939+(-3.66579*x)"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.11, 0.254, "0.492495+(4.66963*x)"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.254, 0.392, "2.9277+(-4.91779*x)"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.392, 0.53, "0.86677+(0.339685*x)"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.53, 0.668, "0.668551+(0.713684*x)"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.668, 0.806, "1.7251+(-0.86798*x)"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.806, 0.8885, "0.531913+(0.612404*x)"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.8885, 0.9155, "9.52522+(-9.5095*x)"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.9155, 0.9425, "-11.892+(13.8846*x)"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.9425, 0.9695, "7.89484+(-7.10947*x)"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.9695, 0.9965, "1.2023+(-0.206387*x)"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 40, 0.9965, 1.1, "0.918226"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -1.1, -0.93375, "1.14517"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -0.93375, -0.78625, "1.0826+(-0.131716*x)"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -0.78625, -0.64, "1.42069+(0.298292*x)"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -0.64, -0.49, "2.15419+(1.44438*x)"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -0.49, -0.34, "0.532205+(-1.86579*x)"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -0.34, -0.19, "-0.049408+(-3.57642*x)"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -0.19, -0.04, "1.57057+(4.94976*x)"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, -0.04, 0.11, "1.2455+(-3.17694*x)"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.11, 0.254, "0.448358+(4.06978*x)"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.254, 0.392, "2.5684+(-4.27685*x)"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.392, 0.53, "0.825196+(0.170109*x)"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.53, 0.668, "0.574385+(0.643337*x)"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.668, 0.806, "1.51512+(-0.764953*x)"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.806, 0.8885, "0.518407+(0.471667*x)"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.8885, 0.9155, "8.26202+(-8.24371*x)"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.9155, 0.9425, "-10.287+(12.0174*x)"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.9425, 0.9695, "6.85877+(-6.17442*x)"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.9695, 0.9965, "1.09+(-0.224177*x)"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 40, 0.9965, 1.1, "0.823178"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, -1.1, -0.93375, "1.14181"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, -0.93375, -0.78625, "2.07485+(1.00556*x)"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, -0.78625, -0.64, "1.78333+(0.63478*x)"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, -0.64, -0.49, "2.42971+(1.64476*x)"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, -0.49, -0.34, "0.487438+(-2.31906*x)"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, -0.34, -0.19, "-0.054391+(-3.91268*x)"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, -0.19, -0.04, "1.6623+(5.12255*x)"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, -0.04, 0.11, "1.31518+(-3.55545*x)"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.11, 0.254, "0.477802+(4.0571*x)"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.254, 0.392, "2.69821+(-4.68468*x)"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.392, 0.53, "0.804014+(0.147461*x)"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.53, 0.668, "0.534282+(0.656388*x)"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.668, 0.806, "1.51733+(-0.81524*x)"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.806, 0.8885, "1.44835+(-0.729658*x)"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.8885, 0.9155, "7.11822+(-7.11105*x)"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.9155, 0.9425, "-10.9423+(12.6165*x)"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.9425, 0.9695, "5.41825+(-4.74223*x)"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.9695, 0.9965, "-1.02874+(1.90757*x)"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 40, 0.9965, 1.1, "0.87669"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, -1.1, -0.93375, "0.731787"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, -0.93375, -0.78625, "1.82052+(1.16894*x)"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, -0.78625, -0.64, "1.85677+(1.21505*x)"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, -0.64, -0.49, "2.19675+(1.74627*x)"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, -0.49, -0.34, "0.537632+(-1.63968*x)"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, -0.34, -0.19, "0.0115065+(-3.18711*x)"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, -0.19, -0.04, "1.62243+(5.29144*x)"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, -0.04, 0.11, "1.28561+(-3.12919*x)"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.11, 0.254, "0.448733+(4.47875*x)"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.254, 0.392, "2.67877+(-4.30093*x)"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.392, 0.53, "0.873602+(0.304094*x)"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.53, 0.668, "0.675906+(0.677104*x)"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.668, 0.806, "1.6518+(-0.783809*x)"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.806, 0.8885, "-0.383689+(1.74161*x)"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.8885, 0.9155, "10.2177+(-10.1901*x)"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.9155, 0.9425, "-10.7057+(12.6645*x)"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.9425, 0.9695, "8.95503+(-8.19575*x)"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.9695, 0.9965, "3.24027+(-2.30121*x)"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 40, 0.9965, 1.1, "0.950718"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, -1.1, -0.93375, "0.861286"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, -0.93375, -0.78625, "2.34721+(1.59808*x)"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, -0.78625, -0.64, "1.83369+(0.944943*x)"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, -0.64, -0.49, "2.28506+(1.65022*x)"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, -0.49, -0.34, "0.456676+(-2.08118*x)"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, -0.34, -0.19, "-0.00380104+(-3.43553*x)"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, -0.19, -0.04, "1.59149+(4.96073*x)"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, -0.04, 0.11, "1.26588+(-3.17944*x)"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.11, 0.254, "0.459278+(4.15331*x)"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.254, 0.392, "2.57889+(-4.19162*x)"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.392, 0.53, "0.831092+(0.26705*x)"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.53, 0.668, "0.63247+(0.641809*x)"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.668, 0.806, "1.54249+(-0.720503*x)"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.806, 0.8885, "-0.359008+(1.63868*x)"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.8885, 0.9155, "9.58469+(-9.55287*x)"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.9155, 0.9425, "-10.25+(12.1126*x)"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.9425, 0.9695, "8.42488+(-7.70166*x)"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.9695, 0.9965, "3.02317+(-2.13*x)"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 40, 0.9965, 1.1, "0.90723"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, -1.1, -0.93375, "1.01708"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, -0.93375, -0.78625, "1.49222+(0.510314*x)"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, -0.78625, -0.64, "1.80529+(0.908489*x)"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, -0.64, -0.49, "2.34245+(1.74781*x)"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, -0.49, -0.34, "0.576324+(-1.85653*x)"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, -0.34, -0.19, "-0.0407072+(-3.67133*x)"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, -0.19, -0.04, "1.69946+(5.48746*x)"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, -0.04, 0.11, "1.33909+(-3.52198*x)"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.11, 0.254, "0.467442+(4.40206*x)"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.254, 0.392, "2.81226+(-4.82951*x)"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.392, 0.53, "0.848253+(0.180716*x)"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.53, 0.668, "0.575588+(0.695178*x)"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.668, 0.806, "1.63358+(-0.888645*x)"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.806, 0.8885, "1.52204+(-0.750252*x)"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.8885, 0.9155, "7.66267+(-7.66149*x)"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.9155, 0.9425, "-11.471+(13.2382*x)"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.9425, 0.9695, "5.82204+(-5.10985*x)"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.9695, 0.9965, "-1.01981+(1.94724*x)"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 40, 0.9965, 1.1, "0.921851"
