DeepFlavour;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
3, iterativefit, down_hfstats2,2,0.8,1.6,20.0,30.0,0.051,0.068, 10881.1763972*(x-0.051)*(x-0.051)*(x-0.051)-315.590481256*(x-0.051)*(x-0.051)+0.0*(x-0.051)+1.0504201650619507
3, iterativefit, down_hfstats2,2,0.8,1.6,20.0,30.0,0.068,0.0875, -94.1145681776*(x-0.068)*(x-0.068)*(x-0.068)+22.0069740649*(x-0.068)*(x-0.068)-1.2960964263*(x-0.068)+1.0126737356185913
3, iterativefit, down_hfstats2,2,0.8,1.6,20.0,30.0,0.0875,0.111, -452.996730817*(x-0.0875)*(x-0.0875)*(x-0.0875)+17.5236623049*(x-0.0875)*(x-0.0875)-0.545185631414*(x-0.0875)+0.9950701594352722
3, iterativefit, down_hfstats2,2,0.8,1.6,20.0,30.0,0.111,0.1415, 155.131634948*(x-0.111)*(x-0.111)*(x-0.111)-9.93670262597*(x-0.111)*(x-0.111)-0.472075836864*(x-0.111)+0.9860568046569824
3, iterativefit, down_hfstats2,2,0.8,1.6,20.0,30.0,0.1415,0.182, 122.076233457*(x-0.1415)*(x-0.1415)*(x-0.1415)-5.35526712878*(x-0.1415)*(x-0.1415)-0.645281086816*(x-0.1415)+0.9668163657188416
3, iterativefit, down_hfstats2,2,0.8,1.6,20.0,30.0,0.182,0.24, 74.5237740112*(x-0.182)*(x-0.182)*(x-0.182)-2.3598519729*(x-0.182)*(x-0.182)-0.478351098465*(x-0.182)+0.9400080442428589
3, iterativefit, down_hfstats2,2,0.8,1.6,20.0,30.0,0.24,0.3285, -10.0098059428*(x-0.24)*(x-0.24)*(x-0.24)+1.32880173891*(x-0.24)*(x-0.24)+0.0*(x-0.24)+0.9188656210899353
3, iterativefit, down_hfstats2,2,0.8,1.6,20.0,30.0,0.3285,0.696, -0.162662566037*(x-0.3285)*(x-0.3285)*(x-0.3285)-0.0751442016868*(x-0.3285)*(x-0.3285)+0.0*(x-0.3285)+0.9223347902297974
3, iterativefit, down_hfstats2,2,0.8,1.6,20.0,30.0,0.696,1.1, 0.904112637043
3, iterativefit, down_hfstats2,2,1.6,2.5,20.0,30.0,-15.0,0.0, 0.0
3, iterativefit, down_hfstats2,2,1.6,2.5,20.0,30.0,0.0,0.009000000000000001, 1.04322910309
3, iterativefit, down_hfstats2,2,1.6,2.5,20.0,30.0,0.009000000000000001,0.0255, 173.168999994*(x-0.009)*(x-0.009)*(x-0.009)-129.489067847*(x-0.009)*(x-0.009)+4.13170345819*(x-0.009)+1.043229103088379
3, iterativefit, down_hfstats2,2,1.6,2.5,20.0,30.0,0.0255,0.040999999999999995, 5920.85382409*(x-0.0255)*(x-0.0255)*(x-0.0255)-221.446643314*(x-0.0255)*(x-0.0255)+0.0*(x-0.0255)+1.0769267082214355
3, iterativefit, down_hfstats2,2,1.6,2.5,20.0,30.0,0.040999999999999995,0.0575, 857.602700178*(x-0.041)*(x-0.041)*(x-0.041)-81.1109904764*(x-0.041)*(x-0.041)-2.59739054901*(x-0.041)+1.045772671699524
3, iterativefit, down_hfstats2,2,1.6,2.5,20.0,30.0,0.0575,0.0755, 18093.5290503*(x-0.0575)*(x-0.0575)*(x-0.0575)-406.930203412*(x-0.0575)*(x-0.0575)-4.57360622936*(x-0.0575)+0.9846857190132141
3, iterativefit, down_hfstats2,2,1.6,2.5,20.0,30.0,0.0755,0.096, 527.935770173*(x-0.0755)*(x-0.0755)*(x-0.0755)+23.6728851967*(x-0.0755)*(x-0.0755)-1.63618331531*(x-0.0755)+0.8760368824005127
3, iterativefit, down_hfstats2,2,1.6,2.5,20.0,30.0,0.096,0.121, -520.763340546*(x-0.096)*(x-0.096)*(x-0.096)+34.3149171013*(x-0.096)*(x-0.096)+0.0*(x-0.096)+0.8569918870925903
3, iterativefit, down_hfstats2,2,1.6,2.5,20.0,30.0,0.121,0.1545, -1645.5284526*(x-0.121)*(x-0.121)*(x-0.121)+71.6532586006*(x-0.121)*(x-0.121)+0.739314591541*(x-0.121)+0.8703017830848694
3, iterativefit, down_hfstats2,2,1.6,2.5,20.0,30.0,0.1545,0.2005, 197.814619096*(x-0.1545)*(x-0.1545)*(x-0.1545)-15.8227693686*(x-0.1545)*(x-0.1545)+0.0*(x-0.1545)+0.9136174321174622
