DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, comb, central,1,-2.5,2.5,20.0,1000.0,0.0,1.0," ""0.917829+(0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))"" "
0, comb, central,0,-2.5,2.5,20.0,1000.0,0.0,1.0," ""0.917829+(0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))"" "
0, comb, down,1,-2.5,2.5,20.0,30.0,0.0,1.0," ""0.917829+((0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))-0.15505774319171906)"" "
0, comb, down,1,-2.5,2.5,30.0,50.0,0.0,1.0," ""0.917829+((0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))-0.03490530326962471)"" "
0, comb, down,1,-2.5,2.5,50.0,70.0,0.0,1.0," ""0.917829+((0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))-0.034701071679592133)"" "
0, comb, down,1,-2.5,2.5,70.0,100.0,0.0,1.0," ""0.917829+((0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))-0.034096170216798782)"" "
0, comb, down,1,-2.5,2.5,100.0,140.0,0.0,1.0," ""0.917829+((0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))-0.027626650407910347)"" "
0, comb, down,1,-2.5,2.5,140.0,200.0,0.0,1.0," ""0.917829+((0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))-0.02841717004776001)"" "
0, comb, down,1,-2.5,2.5,200.0,300.0,0.0,1.0," ""0.917829+((0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))-0.027526171877980232)"" "
0, comb, down,1,-2.5,2.5,300.0,600.0,0.0,1.0," ""0.917829+((0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))-0.094343781471252441)"" "
0, comb, down,1,-2.5,2.5,600.0,1000.0,0.0,1.0," ""0.917829+((0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))-0.17287716269493103)"" "
0, comb, down,0,-2.5,2.5,20.0,30.0,0.0,1.0," ""0.917829+((0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))-0.062023099511861801)"" "
0, comb, down,0,-2.5,2.5,30.0,50.0,0.0,1.0," ""0.917829+((0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))-0.013962121680378914)"" "
0, comb, down,0,-2.5,2.5,50.0,70.0,0.0,1.0," ""0.917829+((0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))-0.013880428858101368)"" "
0, comb, down,0,-2.5,2.5,70.0,100.0,0.0,1.0," ""0.917829+((0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))-0.013638468459248543)"" "
0, comb, down,0,-2.5,2.5,100.0,140.0,0.0,1.0," ""0.917829+((0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))-0.011050660163164139)"" "
0, comb, down,0,-2.5,2.5,140.0,200.0,0.0,1.0," ""0.917829+((0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))-0.011366868391633034)"" "
0, comb, down,0,-2.5,2.5,200.0,300.0,0.0,1.0," ""0.917829+((0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))-0.011010468937456608)"" "
0, comb, down,0,-2.5,2.5,300.0,600.0,0.0,1.0," ""0.917829+((0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))-0.037737511098384857)"" "
0, comb, down,0,-2.5,2.5,600.0,1000.0,0.0,1.0," ""0.917829+((0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18))))))-0.069150865077972412)"" "
0, comb, up,1,-2.5,2.5,20.0,30.0,0.0,1.0," ""(0.917829+(0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18)))))))+0.15505774319171906"" "
0, comb, up,1,-2.5,2.5,30.0,50.0,0.0,1.0," ""(0.917829+(0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18)))))))+0.03490530326962471"" "
0, comb, up,1,-2.5,2.5,50.0,70.0,0.0,1.0," ""(0.917829+(0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18)))))))+0.034701071679592133"" "
0, comb, up,1,-2.5,2.5,70.0,100.0,0.0,1.0," ""(0.917829+(0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18)))))))+0.034096170216798782"" "
